customerid,gender,senior_citizen,partner,dependents,tenure_months,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,tenure_group,charges_tier,churn_display
2817-NTQDO,Male,No,False,False,13,13,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Credit card (automatic),45.55,597.0,Yes,1,13-24 mo,Medium ($35-70),Churned
6986-IJDHX,Male,No,True,False,39,39,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Mailed check,86.3,3266.0,Yes,1,25-48 mo,High ($70+),Churned
5301-GAUUY,Male,No,False,False,32,32,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),80.35,2596.15,Yes,1,25-48 mo,High ($70+),Churned
0939-YAPAF,Female,No,False,False,35,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.25,3527.6,Yes,1,25-48 mo,High ($70+),Churned
4710-FDUIZ,Male,No,True,False,56,56,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Credit card (automatic),100.3,5614.45,Yes,1,49-72 mo,High ($70+),Churned
1218-VKFPE,Female,No,True,False,12,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.0,233.55,Yes,1,7-12 mo,Low ($0-35),Churned
3627-FHKBK,Female,No,False,False,1,1,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,75.3,75.3,Yes,1,0-6 mo,High ($70+),Churned
2865-TCHJW,Female,Yes,False,False,4,4,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.2,346.2,Yes,1,0-6 mo,High ($70+),Churned
5192-EBGOV,Female,Yes,False,False,1,1,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.7,85.7,Yes,1,0-6 mo,High ($70+),Churned
0719-SYFRB,Female,No,False,False,12,12,True,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,61.65,713.75,Yes,1,7-12 mo,Medium ($35-70),Churned
3419-SNJJD,Female,Yes,True,False,65,65,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,False,Bank transfer (automatic),105.25,6786.4,Yes,1,49-72 mo,High ($70+),Churned
6543-CPZMK,Male,No,True,False,9,9,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,29.95,248.95,Yes,1,7-12 mo,Low ($0-35),Churned
4765-OXPPD,Female,No,True,False,9,9,True,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,False,Mailed check,65.0,663.05,Yes,1,7-12 mo,Medium ($35-70),Churned
1009-IRMNA,Female,No,False,False,7,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.0,137.6,Yes,1,7-12 mo,Low ($0-35),Churned
4554-YGZIH,Male,Yes,True,False,49,49,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Credit card (automatic),90.05,4547.25,Yes,1,49-72 mo,High ($70+),Churned
5099-BAILX,Male,Yes,True,False,43,43,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),110.75,4687.9,Yes,1,25-48 mo,High ($70+),Churned
7207-RMRDB,Female,No,True,False,65,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.5,6985.65,Yes,1,49-72 mo,High ($70+),Churned
4913-EHYUI,Male,Yes,True,False,56,56,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),104.55,5794.65,Yes,1,49-72 mo,High ($70+),Churned
0195-IESCP,Male,No,True,False,10,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.25,855.3,Yes,1,7-12 mo,High ($70+),Churned
4580-TMHJU,Female,No,True,False,43,43,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,56.15,2499.3,Yes,1,25-48 mo,Medium ($35-70),Churned
0970-ETWGE,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.55,89.55,Yes,1,0-6 mo,High ($70+),Churned
1626-ERCMM,Male,Yes,True,False,20,20,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.55,1899.65,Yes,1,13-24 mo,High ($70+),Churned
0887-HJGAR,Male,No,False,False,1,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.7,45.7,Yes,1,0-6 mo,Medium ($35-70),Churned
5644-PDMZC,Female,Yes,False,False,2,2,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,89.5,161.5,Yes,1,0-6 mo,High ($70+),Churned
9576-ANLXO,Female,No,False,False,3,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),69.55,222.3,Yes,1,0-6 mo,Medium ($35-70),Churned
2024-BASKD,Female,No,False,False,1,1,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,74.6,74.6,Yes,1,0-6 mo,High ($70+),Churned
4160-AMJTL,Female,Yes,False,False,8,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.65,164.3,Yes,1,7-12 mo,Low ($0-35),Churned
4464-JCOLN,Male,No,True,False,2,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.85,35.9,Yes,1,0-6 mo,Low ($0-35),Churned
5650-VDUDS,Female,No,False,False,4,4,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,24.25,96.05,Yes,1,0-6 mo,Low ($0-35),Churned
7538-GWHML,Female,No,False,False,2,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.65,145.15,Yes,1,0-6 mo,Medium ($35-70),Churned
3859-CVCET,Female,No,False,False,4,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.65,191.05,Yes,1,0-6 mo,Medium ($35-70),Churned
3276-HDUEG,Female,No,False,False,1,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,75.05,75.05,Yes,1,0-6 mo,High ($70+),Churned
0823-HSCDJ,Male,Yes,False,False,52,52,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,49.15,2550.9,Yes,1,49-72 mo,Medium ($35-70),Churned
0822-GAVAP,Female,No,False,False,2,2,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,34.7,62.25,Yes,1,0-6 mo,Low ($0-35),Churned
1448-PWKYE,Male,No,True,False,1,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,80.0,80.0,Yes,1,0-6 mo,High ($70+),Churned
0067-DKWBL,Male,Yes,False,False,2,2,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,49.25,91.1,Yes,1,0-6 mo,Medium ($35-70),Churned
2276-YDAVZ,Female,No,False,False,3,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),75.1,270.7,Yes,1,0-6 mo,High ($70+),Churned
5896-NPFWW,Male,No,True,False,3,3,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,50.15,168.15,Yes,1,0-6 mo,Medium ($35-70),Churned
7133-VBDCG,Female,No,False,False,25,25,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),79.85,2015.35,Yes,1,25-48 mo,High ($70+),Churned
1029-QFBEN,Male,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.55,19.55,Yes,1,0-6 mo,Low ($0-35),Churned
4952-YSOGZ,Female,No,True,False,4,4,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.95,381.3,Yes,1,0-6 mo,High ($70+),Churned
1589-AGTLK,Male,No,False,False,3,3,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.35,141.5,Yes,1,0-6 mo,Medium ($35-70),Churned
5244-IRFIH,Male,Yes,True,False,33,33,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.5,3105.55,Yes,1,25-48 mo,High ($70+),Churned
6439-GTPCA,Female,No,False,False,45,45,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,87.25,3941.7,Yes,1,25-48 mo,High ($70+),Churned
5138-WVKYJ,Male,No,False,False,10,10,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,98.55,1008.55,Yes,1,7-12 mo,High ($70+),Churned
6683-VLCTZ,Male,Yes,False,False,20,20,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.55,1842.8,Yes,1,13-24 mo,High ($70+),Churned
2189-WWOEW,Female,No,False,False,15,15,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),85.9,1269.55,Yes,1,13-24 mo,High ($70+),Churned
1894-IGFSG,Female,No,False,False,22,22,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,89.25,1907.85,Yes,1,13-24 mo,High ($70+),Churned
7379-POKDZ,Male,No,True,False,3,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,208.85,Yes,1,0-6 mo,High ($70+),Churned
0236-HFWSV,Male,No,False,False,15,15,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.35,1444.65,Yes,1,13-24 mo,High ($70+),Churned
3900-AQPHZ,Female,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,19.9,Yes,1,0-6 mo,Low ($0-35),Churned
5842-POCOP,Female,No,True,False,5,5,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,88.9,454.15,Yes,1,0-6 mo,High ($70+),Churned
2037-XJFUP,Male,No,True,False,33,33,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,95.8,3036.75,Yes,1,25-48 mo,High ($70+),Churned
7314-OXENN,Male,No,False,False,2,2,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,82.0,184.65,Yes,1,0-6 mo,High ($70+),Churned
0322-CHQRU,Male,No,False,False,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.35,89.5,Yes,1,0-6 mo,Medium ($35-70),Churned
4678-DVQEO,Female,No,False,False,1,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,52.2,52.2,Yes,1,0-6 mo,Medium ($35-70),Churned
0691-IFBQW,Female,Yes,False,False,46,46,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,110.0,4874.8,Yes,1,25-48 mo,High ($70+),Churned
3009-JWMPU,Male,No,False,False,62,62,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,96.75,6125.4,Yes,1,49-72 mo,High ($70+),Churned
1450-GALXR,Female,No,False,False,10,10,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.5,1058.25,Yes,1,7-12 mo,High ($70+),Churned
3138-BKYAV,Male,No,False,False,6,6,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,85.35,489.45,Yes,1,0-6 mo,High ($70+),Churned
4289-DTDKW,Male,No,True,False,40,40,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.3,4113.1,Yes,1,25-48 mo,High ($70+),Churned
1820-TQVEV,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.55,69.55,Yes,1,0-6 mo,Medium ($35-70),Churned
2239-JALAW,Male,No,False,False,58,58,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),103.25,6017.65,Yes,1,49-72 mo,High ($70+),Churned
4853-RULSV,Male,No,False,False,70,70,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),104.0,7250.15,Yes,1,49-72 mo,High ($70+),Churned
6275-YDUVO,Female,No,False,False,2,2,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,86.2,178.7,Yes,1,0-6 mo,High ($70+),Churned
0115-TFERT,Male,No,True,False,21,21,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,111.2,2317.1,Yes,1,13-24 mo,High ($70+),Churned
2311-QYMUQ,Female,No,True,False,16,16,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),89.45,1430.25,Yes,1,13-24 mo,High ($70+),Churned
3643-AHCFP,Male,Yes,True,False,7,7,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.6,644.35,Yes,1,7-12 mo,High ($70+),Churned
3104-OWCGK,Male,No,True,False,60,60,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,False,Electronic check,90.95,5453.4,Yes,1,49-72 mo,High ($70+),Churned
9101-BWFSS,Female,No,True,False,50,50,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,False,Electronic check,108.55,5610.7,Yes,1,49-72 mo,High ($70+),Churned
9231-ZJYAM,Female,Yes,False,False,4,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,78.85,292.8,Yes,1,0-6 mo,High ($70+),Churned
6982-SSHFK,Male,No,False,False,1,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.4,44.4,Yes,1,0-6 mo,Medium ($35-70),Churned
0727-BMPLR,Female,Yes,False,False,55,55,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,100.0,5509.3,Yes,1,49-72 mo,High ($70+),Churned
1038-ZAGBI,Female,No,True,False,12,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.8,229.6,Yes,1,7-12 mo,Low ($0-35),Churned
3027-ZTDHO,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.9,89.9,Yes,1,0-6 mo,High ($70+),Churned
2382-BCKQJ,Female,No,False,False,62,62,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,100.15,6413.65,Yes,1,49-72 mo,High ($70+),Churned
2207-NHRJK,Male,No,False,False,1,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,50.8,50.8,Yes,1,0-6 mo,Medium ($35-70),Churned
0947-MUGVO,Male,Yes,True,False,20,20,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,73.65,1463.5,Yes,1,13-24 mo,High ($70+),Churned
9944-HKVVB,Female,No,False,False,3,3,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.1,307.4,Yes,1,0-6 mo,High ($70+),Churned
4124-MMETB,Male,No,False,False,22,22,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.65,2104.55,Yes,1,13-24 mo,High ($70+),Churned
3671-SHRSP,Male,No,True,False,4,4,True,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,80.6,319.15,Yes,1,0-6 mo,High ($70+),Churned
3313-QKNKB,Male,No,True,False,59,59,True,Yes,Fiber optic,No,No,No,No,No,Yes,One year,False,Electronic check,85.55,5084.65,Yes,1,49-72 mo,High ($70+),Churned
5073-WXOYN,Female,No,False,False,60,60,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,50.8,3027.4,Yes,1,49-72 mo,Medium ($35-70),Churned
0207-MDKNV,Female,No,False,False,15,15,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,105.1,1582.75,Yes,1,13-24 mo,High ($70+),Churned
9851-KIELU,Male,No,False,False,10,10,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,110.1,1043.3,Yes,1,7-12 mo,High ($70+),Churned
3908-BLSYF,Female,No,False,False,6,6,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,83.9,497.55,Yes,1,0-6 mo,High ($70+),Churned
7549-MYGPK,Female,No,True,False,63,63,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,100.55,6215.35,Yes,1,49-72 mo,High ($70+),Churned
3804-RVTGV,Male,No,True,False,50,50,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),103.85,5017.9,Yes,1,49-72 mo,High ($70+),Churned
9227-LUNBG,Female,No,False,False,1,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,24.6,24.6,Yes,1,0-6 mo,Low ($0-35),Churned
4315-MURBD,Female,No,False,False,12,12,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),98.9,1120.95,Yes,1,7-12 mo,High ($70+),Churned
9734-YWGEX,Female,No,False,False,9,9,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),98.3,923.5,Yes,1,7-12 mo,High ($70+),Churned
2719-BDAQO,Male,No,False,False,17,17,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,93.85,1625.65,Yes,1,13-24 mo,High ($70+),Churned
0781-LKXBR,Male,Yes,False,False,9,9,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.5,918.6,Yes,1,7-12 mo,High ($70+),Churned
1907-UBQFC,Male,Yes,False,False,10,10,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,72.85,688.65,Yes,1,7-12 mo,High ($70+),Churned
6513-EECDB,Male,Yes,True,False,1,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,73.55,73.55,Yes,1,0-6 mo,High ($70+),Churned
7074-IEVOJ,Female,Yes,False,False,3,3,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.4,205.05,Yes,1,0-6 mo,High ($70+),Churned
9625-QSTYE,Female,No,False,False,13,13,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,81.15,952.3,Yes,1,13-24 mo,High ($70+),Churned
4750-ZRXIU,Female,Yes,False,False,4,4,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.6,360.1,Yes,1,0-6 mo,High ($70+),Churned
6400-BWQKW,Female,No,False,False,6,6,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,79.05,434.5,Yes,1,0-6 mo,High ($70+),Churned
6680-WKXRZ,Female,No,False,False,3,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),74.4,215.8,Yes,1,0-6 mo,High ($70+),Churned
7028-DVOIQ,Male,Yes,False,False,35,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.05,3395.8,Yes,1,25-48 mo,High ($70+),Churned
4208-UFFGW,Male,Yes,False,False,2,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.95,85.15,Yes,1,0-6 mo,Medium ($35-70),Churned
9448-REEVD,Male,No,True,False,1,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),44.7,44.7,Yes,1,0-6 mo,Medium ($35-70),Churned
9117-SHLZX,Male,No,False,False,1,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.7,45.7,Yes,1,0-6 mo,Medium ($35-70),Churned
9889-TMAHG,Male,Yes,False,False,8,8,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,False,Credit card (automatic),100.3,832.35,Yes,1,7-12 mo,High ($70+),Churned
4541-RMRLG,Male,No,False,False,7,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.25,112.3,Yes,1,7-12 mo,Low ($0-35),Churned
3158-MOERK,Female,No,False,False,2,2,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.0,174.8,Yes,1,0-6 mo,High ($70+),Churned
7294-TMAOP,Female,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,90.55,90.55,Yes,1,0-6 mo,High ($70+),Churned
8919-FYFQZ,Male,Yes,True,False,44,44,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,30.35,1359.7,Yes,1,25-48 mo,Low ($0-35),Churned
2834-JRTUA,Male,No,False,False,71,71,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,108.05,7532.15,Yes,1,49-72 mo,High ($70+),Churned
5875-YPQFJ,Male,No,False,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.9,69.9,Yes,1,0-6 mo,Medium ($35-70),Churned
6646-QVXLR,Male,Yes,True,False,62,62,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,103.75,6383.35,Yes,1,49-72 mo,High ($70+),Churned
8603-IJWDN,Male,No,False,False,1,1,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,86.6,86.6,Yes,1,0-6 mo,High ($70+),Churned
9369-XFEHK,Female,Yes,True,False,33,33,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),80.6,2656.5,Yes,1,25-48 mo,High ($70+),Churned
3842-IYKUE,Female,No,False,False,35,35,True,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,False,Credit card (automatic),85.3,2917.5,Yes,1,25-48 mo,High ($70+),Churned
6641-XRPSU,Female,No,False,False,34,34,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),70.0,2416.1,Yes,1,25-48 mo,Medium ($35-70),Churned
1374-DMZUI,Female,Yes,False,False,4,4,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.3,424.45,Yes,1,0-6 mo,High ($70+),Churned
8357-EQXFO,Female,No,False,False,7,7,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,95.35,660.9,Yes,1,7-12 mo,High ($70+),Churned
1989-PRJHP,Male,Yes,True,False,27,27,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.5,1893.95,Yes,1,25-48 mo,High ($70+),Churned
9524-EGPJC,Female,No,False,False,18,18,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,90.1,1612.75,Yes,1,13-24 mo,High ($70+),Churned
6993-OHLXR,Female,No,False,False,2,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,68.95,119.75,Yes,1,0-6 mo,Medium ($35-70),Churned
8818-XYFCQ,Male,No,True,False,32,32,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.55,3204.65,Yes,1,25-48 mo,High ($70+),Churned
4695-VADHF,Male,No,True,False,18,18,True,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,57.45,990.85,Yes,1,13-24 mo,Medium ($35-70),Churned
3863-IUBJR,Male,No,True,False,12,12,True,No,DSL,No,No,No,No,No,Yes,One year,False,Credit card (automatic),53.65,696.35,Yes,1,7-12 mo,Medium ($35-70),Churned
4822-RVYBB,Male,Yes,False,False,8,8,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.6,819.4,Yes,1,7-12 mo,High ($70+),Churned
8436-BJUMM,Male,No,True,False,26,26,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,83.75,2070.6,Yes,1,25-48 mo,High ($70+),Churned
4184-TJFAN,Female,Yes,True,False,3,3,True,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,True,Mailed check,88.3,273.75,Yes,1,0-6 mo,High ($70+),Churned
4145-UQXUQ,Female,Yes,False,False,8,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,92.1,729.95,Yes,1,7-12 mo,High ($70+),Churned
9948-YPTDG,Male,No,True,False,38,38,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.45,3013.05,Yes,1,25-48 mo,High ($70+),Churned
